,x_coord,y_coord,z_coord,repl,err,n_nms,Ridx
0,0.22719576243992878,0.27942360401330657,0.07903467177224244,0,0,H1,1
1,0.5901492886339724,0.5858710683625372,0.17148126179966972,0,0,H2,2
2,0.947191651157494,0.2665702346267592,0.3246325304290332,0,0,H3,3
3,0.39528235217798724,0.9836781423916496,0.5554204763892718,0,0,H4,4
4,0.5663222106712039,0.9576285420808018,0.42147231247641237,0,0,H5,5
5,0.15275405108509865,0.0769095247594258,0.9687523789047364,0,0,H6,6
6,0.2094779145356923,0.5521119624957431,0.3601798787512377,0,0,H7,7
7,0.09315322803030424,0.20377868523987241,0.06619894714993768,0,0,H8,8
8,0.7535650671526617,0.14695492641271135,0.3887751202817201,0,0,H9,9
9,0.7426957807861104,0.6291317013228613,0.08414694576604309,0,0,H10,10
10,0.025188149220847,0.012856198362978133,0.6872394088631133,0,0,H11,11
11,0.40322563838368264,0.026234186697898898,0.5470629194644565,0,0,H12,12
12,0.5851979787405426,0.6880394669215482,0.33878243395759755,0,0,H13,13
13,0.09862992615889843,0.7588709150144487,0.12573589543018127,0,0,H14,14
14,0.7738578727090768,0.3851625320823989,0.9895838259954712,0,0,H15,15
15,0.9360672957794545,0.26088025857763864,0.24320194762116598,0,0,H16,16
16,0.6751508023139671,0.026240224559268555,0.935762354524803,0,0,H17,17
17,0.5629822563197392,0.017833138345206834,0.20703415444468198,0,0,H18,18
18,0.5418400073318278,0.7928559483130047,0.5668624435587618,0,0,H19,19
19,0.20411138784150962,0.4344245039059652,0.9279174228099955,0,0,H20,20
20,0.9100835362992514,0.3535233578148441,0.5145511597931108,0,0,H21,21
21,0.9046860058656381,0.5210192353857996,0.7934275009550652,0,0,H22,22
22,0.20243015791730634,0.2847855555800066,0.5644393400414341,0,0,H23,23
23,0.9264354930052093,0.6557760698209821,0.9326774810774342,0,0,H24,24
24,0.9359058708410307,0.558866208649246,0.9000797946580107,0,0,H25,25
0,0.57659582157776,0.5866799669396411,0.6414448372089485,1,0,H1,1
1,0.8354914412194093,0.9361216268591916,0.7521739116446077,1,0,H2,2
2,0.08902549749471866,0.16252353855101553,0.6458725471941694,1,0,H3,3
3,0.19041961816204023,0.4010492395028158,0.5131594386780449,1,0,H4,4
4,0.6062305206818169,0.4974861528879191,0.383501640966014,1,0,H5,5
5,0.6490755200816444,0.9663090320860608,0.46212146924791686,1,0,H6,6
6,0.18950591546936435,0.8678018905909369,0.23704750873922076,1,0,H7,7
7,0.4683913776342855,0.1883729076329177,0.4481769631720124,1,0,H8,8
8,0.5222766029189393,0.35613149046087766,0.8941488274907387,1,0,H9,9
9,0.09071894174461914,0.9459469498215057,0.5998688636052479,1,0,H10,10
10,0.18811398827425063,0.05692766416393236,0.7300254274394595,1,0,H11,11
11,0.403277288993766,0.7332320073098382,0.680259185204331,1,0,H12,12
12,0.9929689017308047,0.7365083043716494,0.32253435094446536,1,0,H13,13
13,0.28505506910736433,0.8746297880639375,0.5804564486280286,1,0,H14,14
14,0.9696175719479709,0.9362358926391771,0.5521352180258706,1,0,H15,15
15,0.5432703874590773,0.1277774042728831,0.01962998119380499,1,0,H16,16
16,0.6282604399498648,0.1297033479022538,0.36828651566006054,1,0,H17,17
17,0.5331121985417002,0.631964841359443,0.712387409848395,1,0,H18,18
18,0.09582393135898748,0.38546147323256164,0.2806738559327129,1,0,H19,19
19,0.8000144053542163,0.11318112600510388,0.6235044492820251,1,0,H20,20
20,0.11363421477487134,0.8516068999657175,0.2920064875308268,1,0,H21,21
21,0.43378072718986527,0.38904875162123753,0.19442593431557897,1,0,H22,22
22,0.7603673615414861,0.4552403646854182,0.49723360974360564,1,0,H23,23
23,0.8150939443531422,0.21466854953221826,0.36043341847599164,1,0,H24,24
24,0.5924781121171626,0.18058033701006126,0.740154576797612,1,0,H25,25
