,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,repl,err,sp_nms,Ridx
0,0.0,0.4962524759604574,0.0,0.0,0.8113927138856579,0.0,1.3893886502636557,0.07829604734983667,1.0263252658925746,0.2816949467417817,0,0,H1,1
1,0.0,0.22798140083328935,0.0,0.0,0.3495964940019943,0.0,0.6498994201292734,0.0,0.4908102593539017,0.08168026394353273,0,0,H2,2
2,0.0,0.14980071956074742,0.0,0.0,0.4620497527702783,0.0,0.5782013412070717,0.22083341516381358,0.3131842555283576,0.3674761245551786,0,0,H3,3
3,0.0,0.24923136059464251,0.0,0.0,0.4453262403967828,0.0,0.6745406434729705,0.16631326536779,0.45890450162789925,0.23126062519289176,0,0,H4,4
4,0.0,0.19278739360255717,0.0,0.0,0.39273298136011847,0.0,0.44013594582575183,0.38526267896963534,0.22449952031855938,0.334883507847304,0,0,H5,5
5,0.0,0.271829863670329,0.0,0.0,0.4574498353437512,0.0,0.6838064752878108,0.2125603331015308,0.465027764950179,0.24036961322363945,0,0,H6,6
6,0.0,0.21743488765426922,0.0,0.0,0.4526513955723626,0.0,0.5676575250437079,0.3266043593114575,0.3253418906490181,0.33918884611225214,0,0,H7,7
7,0.0,0.2877761134426757,0.0,0.0,0.4473528163220043,0.0,0.8096605322483375,0.0,0.6136926099759299,0.11845165165160293,0,0,H8,8
8,0.0,0.2724197637708217,0.0,0.0,0.41497319778308156,0.0,0.49276464177174684,0.4660170973560335,0.2849868992047169,0.3124729574048226,0,0,H9,9
9,0.0,0.24219143515515995,0.0,0.0,0.5359615477884512,0.0,0.6313788197484961,0.43658883336287796,0.3357791633608923,0.4383893820997739,0,0,H10,10
10,0.0,0.1178424328107021,0.0,0.0,0.339171163540808,0.0,0.42101852059026545,0.18085763845711453,0.2279768052073967,0.2702584595792305,0,0,H11,11
11,0.0,0.26385447271823737,0.0,0.0,0.6297641670066025,0.0,0.9034563130078069,0.18601151914519942,0.570833305749906,0.39213293938210353,0,0,H12,12
12,0.0,0.21623196819260562,0.0,0.0,0.32616822348521013,0.0,0.5349081936185272,0.10107610945304903,0.3901434034610438,0.1273539873991528,0,0,H13,13
13,0.0,0.1945143682372184,0.0,0.0,0.43206087293044615,0.0,0.6441353241752784,0.10486453417590001,0.4221792411310524,0.2458687378942874,0,0,H14,14
14,0.0,0.15868881545741048,0.0,0.0,0.42115714478278493,0.0,0.6085299556717813,0.08822853044083546,0.3823039380018338,0.2637677275203227,0,0,H15,15
15,0.0,0.2467662367655611,0.0,0.0,0.46245465344322334,0.0,0.5982499709156346,0.3395635554180782,0.3589009536615806,0.32503589621417284,0,0,H16,16
16,0.08532815726760971,0.09269798302987245,0.05260535340960456,0.0,0.41495499184309687,0.0011514537746652683,0.3620553231849675,0.3979597170702025,0.13358537540517076,0.5089988299827347,0,0,H17,17
17,0.0,0.13223896738425153,0.0,0.0,0.30630895771783667,0.0,0.43056195603105984,0.11282069967641117,0.2686428261966316,0.19670095601825674,0,0,H18,18
18,0.0,0.15972307560819018,0.0,0.0,0.37596310067751987,0.0,0.5720758404969007,0.055014554004054805,0.37803682144120015,0.2073968714593271,0,0,H19,19
19,0.0,0.2206443212778705,0.0,0.0,0.4330523798438082,0.0,0.5577471760197659,0.30586112323646,0.33078102489091615,0.3092657872788856,0,0,H20,20
20,0.0,0.1857923338401102,0.0,0.001,0.435807499170843,0.0,0.38576180176311153,0.5688299357480099,0.12728748018190336,0.461382731593637,0,0,H21,21
21,0.0,0.09416511473057199,0.0,0.0,0.26089821776927846,0.0,0.32640648341059253,0.1400791935777141,0.1790801197135917,0.2048691053294891,0,0,H22,22
22,0.0,0.22301549579618574,0.0,0.0,0.36503539645280264,0.0,0.5915612250389674,0.09580977297427644,0.42407033421179474,0.1535094583865062,0,0,H23,23
23,0.0,0.13760340076288657,0.0,0.0,0.30897125315597923,0.0,0.4563684853970042,0.0803599179227047,0.29676166976022444,0.17963866104126366,0,0,H24,24
24,0.0011527264647466886,0.11061415976864275,0.0,0.0,0.3772297610195119,0.0,0.4437742275550192,0.21277851462551603,0.2215737438181115,0.3259385351171458,0,0,H25,25
0,0.0,0.08168848460246876,0.03867796736497311,0.0,0.46709407588907187,0.0,0.02922555571471655,0.0,0.5765209420901559,0.35603501845720215,1,0,H1,1
1,0.001,0.001,0.023001862353173863,0.0,0.3648277579369889,0.0,0.001,0.004277834943889088,0.5130707282547251,0.3250402326620396,1,0,H2,2
2,0.3715802900911653,0.29934089393002367,0.15961619543950017,0.0,0.04514561796351256,0.1743915567953413,0.32430808656769045,0.020931816176817053,0.020325799094452583,0.10188382507512532,1,0,H3,3
3,0.11673190949146559,0.12881137312679605,0.05447164789981305,0.0,0.14883997785536376,0.0,0.13786888596052124,0.0016328364160168335,0.2037140899845535,0.1644309756025976,1,0,H4,4
4,0.2794449498825424,0.3067202117841431,0.1264592808464727,0.0,0.2543897364777932,0.06509581375008171,0.2751930345066923,0.0,0.2884036633489375,0.2451366877768306,1,0,H5,5
5,0.30812255700291824,0.34715311347837624,0.13991590867601666,0.0,0.31821635138612886,0.04880698689561078,0.31583543104568346,0.0,0.3783435779165378,0.3115454866645505,1,0,H6,6
6,0.06129741497247035,0.17916489169576047,0.06462925379140175,0.0,0.47795450757238844,0.0,0.12024071257696055,0.0,0.5648516846321465,0.36445671574825084,1,0,H7,7
7,0.3107570883083681,0.25563393015844377,0.11118943299752829,0.001,0.030153125570960473,0.16441271420568063,0.26792946918412014,0.001,0.001,0.001,1,0,H8,8
8,0.1398154060337526,0.22417021784404512,0.08137777842261767,0.0,0.3740504961511399,0.0,0.17393521506916937,0.0,0.4442568310149044,0.3083408414404764,1,0,H9,9
9,0.06179080826627342,0.15680106060738996,0.060691563258940213,0.0,0.4289706601706634,0.0,0.12432697408764948,0.0,0.5237881690577725,0.3461012473243118,1,0,H10,10
10,0.16669236814408672,0.2672104490692784,0.09305609418178833,0.0,0.4045632713505293,0.001457950747289262,0.1901178733946388,0.0,0.4625839092812957,0.31859481340394297,1,0,H11,11
11,0.0,0.0,0.05360069333962508,0.0,0.5636248449246333,0.0,0.03806166028265847,0.031737045873785966,0.755497700635897,0.4768724877462272,1,0,H12,12
12,0.1824903607193214,0.229696887206695,0.08734477690923494,0.0,0.2565845511924372,0.01710571143115721,0.19307983940522383,0.0,0.3011874263837355,0.22953174855220512,1,0,H13,13
13,0.10539811295539375,0.1546304676646134,0.05514251292519602,0.0,0.21108044219659627,0.0031676877813048396,0.11620219363110583,0.0,0.24292367318503683,0.17232872047968162,1,0,H14,14
14,0.047106181267951935,0.13225778589778184,0.04644890679299904,0.0,0.3337995345099498,0.0,0.0844062396702496,0.0,0.3893569352270812,0.250184634761981,1,0,H15,15
15,0.19787211049873282,0.2677586300452371,0.09959209506976466,0.0,0.35508313527997915,0.0016821902436040912,0.22593190966743235,0.0,0.42972476412206284,0.31598693407398176,1,0,H16,16
16,0.21098480709141612,0.2077525739446153,0.09190862533627568,0.0,0.11856436517364177,0.07171427775505415,0.19627733339253486,0.0,0.12473202814748872,0.1275182732031067,1,0,H17,17
17,0.011284473825488864,0.0764058372741404,0.02631564144806027,0.0,0.24547043968624196,0.0,0.040989694383869194,0.0,0.2848427334696675,0.17710789960820159,1,0,H18,18
18,0.24507949586782204,0.27640566421619184,0.11241462550553652,0.0,0.24185182350439732,0.05620592411186121,0.24156146429233458,0.0,0.27138504232827426,0.22478691125762745,1,0,H19,19
19,0.18567227595626648,0.2921586132276954,0.1051045350722535,0.0,0.465588548777926,0.0,0.22403938275458807,0.0,0.5491874464078498,0.38250791612307655,1,0,H20,20
20,0.06699470014094082,0.16093033557662192,0.0584987045487709,0.0,0.39041265922638146,0.0,0.11386047884069021,0.0,0.4632568951388021,0.303476046221304,1,0,H21,21
21,0.599055825450603,0.5232782737628029,0.25268866199583373,0.0,0.11131226404931753,0.2966733457191641,0.508917974363588,0.0,0.04301669966514034,0.1613323041929138,1,0,H22,22
22,0.0,0.12803085671939887,0.046874483192097124,0.0,0.5272671673043196,0.0,0.055441445896009786,0.0,0.6213161971637994,0.38067265765131836,1,0,H23,23
23,0.1188447819773212,0.1957199380467535,0.0683419768355542,0.0,0.31172926223257064,0.0,0.13996114828585732,0.0,0.3592205852876439,0.24606276240771496,1,0,H24,24
24,0.033965612175934176,0.09059366178202768,0.03438956705679235,0.0,0.24758389994709873,0.0,0.06858714767881986,0.0,0.299577867760316,0.19653665684749394,1,0,H25,25
