"","R1","R2","R3","repl","err","n_nms","Ridx","d"
"22",0.149946040489748,0.127099275781522,0.201067934394553,0,0,"H22",22,"HabSubsmpl_25"
"20",0.37411942481039,0.229199367702902,0.233222814482838,0,0,"H20",20,"HabSubsmpl_25"
"6",0.346577310932899,0.327459164484388,0.201025357694022,0,0,"H6",6,"HabSubsmpl_25"
"24",0.135926395486042,0.213317217151489,0.208692193790078,0,0,"H24",24,"HabSubsmpl_25"
"25",0.198569077866129,0.157685864904827,0.327645487107922,0,0,"H25",25,"HabSubsmpl_25"
"10",0.477680850278546,0.230089513271362,0.327730159503885,0,0,"H10",10,"HabSubsmpl_25"
"1",0.389770258340042,0.73613521087443,0.36548054434522,0,0,"H1",1,"HabSubsmpl_25"
"15",0.138385608880451,0.27700789647858,0.328439562604366,0,0,"H15",15,"HabSubsmpl_25"
"18",0.157023632031148,0.192069566773705,0.209695203200171,0,0,"H18",18,"HabSubsmpl_25"
"13",0.229774416326271,0.276381040216291,0.115792541274555,0,0,"H13",13,"HabSubsmpl_25"
"16",0.42139279761541,0.2478049822087,0.231629415640486,0,0,"H16",16,"HabSubsmpl_25"
"2",0.116906953117942,0.373651157266018,0.139567998241779,0,0,"H2",2,"HabSubsmpl_25"
"3",0.226195483112337,0.224085135096307,0.383371374242981,0,0,"H3",3,"HabSubsmpl_25"
"17",0.300237140646427,0.0966066435202915,0.498884004526971,0,0,"H17",17,"HabSubsmpl_25"
"23",0.223679733098479,0.301854995349126,0.158821394428192,0,0,"H23",23,"HabSubsmpl_25"
"9",0.560104553349053,0.187210782694123,0.118047185568631,0,0,"H9",9,"HabSubsmpl_25"
"12",0.277713781687563,0.410303009444227,0.447283383210394,0,0,"H12",12,"HabSubsmpl_25"
"7",0.382963233209636,0.225285995457547,0.262235238156588,0,0,"H7",7,"HabSubsmpl_25"
"4",0.288937579618504,0.325504749647157,0.222014133941506,0,0,"H4",4,"HabSubsmpl_25"
"21",0.54834869697093,0.0751607517912886,0.262114550843592,0,0,"H21",21,"HabSubsmpl_25"
"19",0.123141605102369,0.273712614700253,0.269334453037633,0,0,"H19",19,"HabSubsmpl_25"
"5",0.418233682731412,0.149925726942929,0.211511270812941,0,0,"H5",5,"HabSubsmpl_25"
"8",0.180644648147929,0.448921680690403,0.184944601320857,0,0,"H8",8,"HabSubsmpl_25"
"14",0.186215595398764,0.303648240005938,0.289536775979192,0,0,"H14",14,"HabSubsmpl_25"
"11",0.18921089589053,0.162028215455235,0.268145925999774,0,0,"H11",11,"HabSubsmpl_25"
"36",0.334076382532735,0.160403803618786,0.341268357573586,1,0,"H11",11,"HabSubsmpl_25"
"49",0.256499907640159,0.141000168210034,0.252298452099824,1,0,"H24",24,"HabSubsmpl_25"
"34",0.312918313809411,0.273474087757862,0.292062268587864,1,0,"H9",9,"HabSubsmpl_25"
"48",0.409695711853476,0.193255442011355,0.220387331961602,1,0,"H23",23,"HabSubsmpl_25"
"27",0.357394225651286,0.181471441492514,0.0683299888020126,1,0,"H2",2,"HabSubsmpl_25"
"39",0.17902720626068,0.106170003081241,0.194277520834897,1,0,"H14",14,"HabSubsmpl_25"
"30",0.260553886190066,0.259888389954402,0.372511707956258,1,0,"H5",5,"HabSubsmpl_25"
"38",0.234005132256585,0.218121779526243,0.282308831259513,1,0,"H13",13,"HabSubsmpl_25"
"31",0.315594251644536,0.38755156878551,0.420844609556034,1,0,"H6",6,"HabSubsmpl_25"
"28",0.148130161745411,0.230077740033867,0.365756958984207,1,0,"H3",3,"HabSubsmpl_25"
"29",0.147811583748494,0.337358799963493,0.158146096351575,1,0,"H4",4,"HabSubsmpl_25"
"37",0.505799360632556,0.528581205923786,0.152485673698721,1,0,"H12",12,"HabSubsmpl_25"
"44",0.241043027750387,0.207534041411403,0.337119492703161,1,0,"H19",19,"HabSubsmpl_25"
"41",0.312566053593465,0.3449353218875,0.334152012237587,1,0,"H16",16,"HabSubsmpl_25"
"26",0.384749510674752,0.189191891949279,0.165940507688821,1,0,"H1",1,"HabSubsmpl_25"
"47",0.248998817002003,0.127398279308427,0.626276991374759,1,0,"H22",22,"HabSubsmpl_25"
"42",0.14495224289653,0.14987067146875,0.250050459234574,1,0,"H17",17,"HabSubsmpl_25"
"33",0.0742089505251229,0.103587402822374,0.309337367008525,1,0,"H8",8,"HabSubsmpl_25"
"46",0.312533681543132,0.258817870895138,0.229995614314506,1,0,"H21",21,"HabSubsmpl_25"
"40",0.262556855711636,0.164873950161084,0.191043137302355,1,0,"H15",15,"HabSubsmpl_25"
"43",0.188417075163485,0.101449257481435,0.119110001067555,1,0,"H18",18,"HabSubsmpl_25"
"35",0.347644374418319,0.398098542680797,0.23249473152902,1,0,"H10",10,"HabSubsmpl_25"
"32",0.378002230105594,0.292560963708483,0.263235032209891,1,0,"H7",7,"HabSubsmpl_25"
"45",0.389933176223346,0.313679439055645,0.376911242187497,1,0,"H20",20,"HabSubsmpl_25"
"50",0.199177362719614,0.207624687770115,0.134228166984081,1,0,"H25",25,"HabSubsmpl_25"
