,x_coord,y_coord,z_coord,repl,err,n_nms,Ridx
0,0.2806933003326807,0.08252315296087809,0.9095331796309312,0,0,H1,1
1,0.27046743979659404,0.15136769120590665,0.05501322478603077,0,0,H2,2
2,0.2926853759271294,0.759080713179999,0.8389174842668857,0,0,H3,3
3,0.8245595880635309,0.528880727400521,0.08716286754172686,0,0,H4,4
4,0.3854022621116112,0.01024213998239365,0.34390169798914916,0,0,H5,5
5,0.5824859701517455,0.39124193164897636,0.2625566927028937,0,0,H6,6
6,0.29462602801536786,0.9732730872278269,0.48957399921024025,0,0,H7,7
7,0.41644983004398073,0.20933679649033377,0.11513330729522886,0,0,H8,8
8,0.43746701057967874,0.8383965883431245,0.5975704761063513,0,0,H9,9
9,0.4456182881730162,0.4171147974197126,0.4584915345009689,0,0,H10,10
10,0.191146522774149,0.46366741556372604,0.0054916118315032625,0,0,H11,11
11,0.5256334817375301,0.6371259195479814,0.3614080428116363,0,0,H12,12
12,0.5949996218981112,0.17408658072611394,0.6760776071294191,0,0,H13,13
13,0.01722643282896852,0.5630700520479894,0.22703413544100925,0,0,H14,14
14,0.8889163304146273,0.2896640181402037,0.9817241478124203,0,0,H15,15
15,0.9453133259358769,0.958984097039466,0.6964378459319179,0,0,H16,16
16,0.41427081638260776,0.2757675697081108,0.034514673013308905,0,0,H17,17
17,0.9901216661199403,0.5369727721110967,0.4997425124537569,0,0,H18,18
18,0.3449116499132173,0.36819470766846396,0.4256577197693494,0,0,H19,19
19,0.7275302989802808,0.036664967071823984,0.7773293142821515,0,0,H20,20
20,0.8561915591846058,0.5520161979410291,0.10219181839265956,0,0,H21,21
21,0.47171408831580586,0.6686411635483184,0.07327188434750542,0,0,H22,22
22,0.15439298102080257,0.8784865879159505,0.9133056521747916,0,0,H23,23
23,0.5591826491580164,0.2537565781908634,0.8634940149525354,0,0,H24,24
24,0.8903812235605086,0.5555072771251817,0.49564648378078613,0,0,H25,25
0,0.09278215877153584,0.49158053318133,0.5812346095522974,1,0,H1,1
1,0.6747413162044581,0.7767682146140211,0.3177177297024004,1,0,H2,2
2,0.393583651853022,0.17041311814852522,0.4644570456978052,1,0,H3,3
3,0.3675101887283724,0.20373005186539528,0.6663943656278989,1,0,H4,4
4,0.4581035208385058,0.27984997283823376,0.6292945428461463,1,0,H5,5
5,0.33611171034512843,0.8190463451414773,0.028708793112325104,1,0,H6,6
6,0.6914470283831831,0.44516841670094076,0.5391234851417892,1,0,H7,7
7,0.32450595815650884,0.9268515843042356,0.07774829020771168,1,0,H8,8
8,0.5352399556082562,0.14212342624287455,0.6316191168686369,1,0,H9,9
9,0.9142929956466239,0.5055957767351562,0.5403066733623657,1,0,H10,10
10,0.523387792166625,0.40130142094931187,0.8113949088385872,1,0,H11,11
11,0.8144322503897814,0.5285041213757496,0.7890065286161352,1,0,H12,12
12,0.6341904842251608,0.4258540860720129,0.25037169846689966,1,0,H13,13
13,0.575683428764892,0.16791842328165396,0.8309187769317431,1,0,H14,14
14,0.7857249655478794,0.795590948618732,0.9760233761287953,1,0,H15,15
15,0.4826701465442794,0.4337591367558038,0.710437855139673,1,0,H16,16
16,0.2364581749408987,0.7771234001707427,0.9072576912986721,1,0,H17,17
17,0.30529526812855257,0.21608890885665888,0.8501618402256572,1,0,H18,18
18,0.9187149765110196,0.17899852818939144,0.3167097773593107,1,0,H19,19
19,0.9623053514995079,0.3125722919879902,0.03666047248032356,1,0,H20,20
20,0.20024073393260045,0.8863435208533351,0.886452708872402,1,0,H21,21
21,0.8117442904545695,0.5146704828041875,0.4518174878455775,1,0,H22,22
22,0.4638138297062461,0.26638926676076446,0.7701208310116435,1,0,H23,23
23,0.9147758803552952,0.8239163208676177,0.3098657203963786,1,0,H24,24
24,0.126035787504705,0.568036277771134,0.5740286940200376,1,0,H25,25
