"","R1","R2","R3","repl","err","n_nms","Ridx","d"
"4",0.229169312151694,0.269584002984122,0.323155944889509,0,0,"H4",4,"HabSubsmpl_25"
"1",0.331513918604385,0.226409409861121,0.39002262017527,0,0,"H1",1,"HabSubsmpl_25"
"17",0.0473712117356012,0.317246157760179,0.168414577680197,0,0,"H17",17,"HabSubsmpl_25"
"14",0.0720231286316917,0.245509766820524,0.351796045254051,0,0,"H14",14,"HabSubsmpl_25"
"19",0.377304000267248,0.230372157006357,0.261494467224087,0,0,"H19",19,"HabSubsmpl_25"
"2",0.273346807882967,0.260675777877414,0.349307490559412,0,0,"H2",2,"HabSubsmpl_25"
"22",0.293345325417246,0.310932004170608,0.28991256842838,0,0,"H22",22,"HabSubsmpl_25"
"13",0.136845670981451,0.386701903420672,0.190468991890466,0,0,"H13",13,"HabSubsmpl_25"
"15",0.214141978636884,0.254880888093348,0.467455616354362,0,0,"H15",15,"HabSubsmpl_25"
"8",0.288443620861899,0.267531254626176,0.237072638777693,0,0,"H8",8,"HabSubsmpl_25"
"23",0.307782998888315,0.381966574094077,0.173555169523616,0,0,"H23",23,"HabSubsmpl_25"
"25",0.175926545451782,0.230317397058109,0.416963860781142,0,0,"H25",25,"HabSubsmpl_25"
"7",0.207893238733762,0.253669994936437,0.117989896730396,0,0,"H7",7,"HabSubsmpl_25"
"24",0.2984519294276,0.205264866073571,0.139175362201883,0,0,"H24",24,"HabSubsmpl_25"
"16",0.441440294649926,0.120374536661003,0.13093777623424,0,0,"H16",16,"HabSubsmpl_25"
"12",0.229191905939325,0.199280552511288,0.364359809173976,0,0,"H12",12,"HabSubsmpl_25"
"21",0.177445298500452,0.19769390738643,0.231526282455305,0,0,"H21",21,"HabSubsmpl_25"
"18",0.368353116794308,0.367583263604211,0.610863747770022,0,0,"H18",18,"HabSubsmpl_25"
"10",0.139287047484751,0.560512877427419,0.14156394496949,0,0,"H10",10,"HabSubsmpl_25"
"5",0.261101441483995,0.430291483622975,0.171903169187258,0,0,"H5",5,"HabSubsmpl_25"
"11",0.465695684909768,0.452321822410479,0.230512726303429,0,0,"H11",11,"HabSubsmpl_25"
"3",0.228205537030945,0.181133953265925,0.260951417379739,0,0,"H3",3,"HabSubsmpl_25"
"9",0.326876741276129,0.112387618720044,0.212387525298941,0,0,"H9",9,"HabSubsmpl_25"
"20",0.30893733003122,0.284685469122369,0.251058661052287,0,0,"H20",20,"HabSubsmpl_25"
"6",0.171103624525088,0.199071745106674,0.348025006677272,0,0,"H6",6,"HabSubsmpl_25"
"50",0.150513619319072,0.426496300736274,0.321193096041126,1,0,"H25",25,"HabSubsmpl_25"
"48",0.193556048071478,0.423412743970635,0.169253796963622,1,0,"H23",23,"HabSubsmpl_25"
"42",0.104717162235699,0.165776120415533,0.319071963981764,1,0,"H17",17,"HabSubsmpl_25"
"35",0.427516964369371,0.514576569333591,0.389686385018986,1,0,"H10",10,"HabSubsmpl_25"
"39",0.316551186346082,0.155697802474569,0.273494110150468,1,0,"H14",14,"HabSubsmpl_25"
"30",0.127769506332753,0.200207907648084,0.180862228120874,1,0,"H5",5,"HabSubsmpl_25"
"37",0.151097088348104,0.368129908769998,0.114612773195919,1,0,"H12",12,"HabSubsmpl_25"
"29",0.2328071995221,0.124464035643828,0.355645331194866,1,0,"H4",4,"HabSubsmpl_25"
"31",0.249132317632141,0.265138362385634,0.556630419024395,1,0,"H6",6,"HabSubsmpl_25"
"26",0.263982896192783,0.307483967237427,0.287073576928107,1,0,"H1",1,"HabSubsmpl_25"
"27",0.237582598242627,0.225031820759863,0.249271016103603,1,0,"H2",2,"HabSubsmpl_25"
"32",0.294310782167194,0.383337021338162,0.217833577103986,1,0,"H7",7,"HabSubsmpl_25"
"45",0.302068152987481,0.238275809383329,0.192958424392321,1,0,"H20",20,"HabSubsmpl_25"
"49",0.123037821796064,0.307458531161394,0.194570035641862,1,0,"H24",24,"HabSubsmpl_25"
"44",0.238832833009993,0.309445236293854,0.464464580581116,1,0,"H19",19,"HabSubsmpl_25"
"33",0.257000441959017,0.288041256822261,0.28945458859348,1,0,"H8",8,"HabSubsmpl_25"
"40",0.391593127375956,0.325280464767218,0.202756509146503,1,0,"H15",15,"HabSubsmpl_25"
"47",0.24259183251735,0.172411241333935,0.242148494816607,1,0,"H22",22,"HabSubsmpl_25"
"43",0.27535872908249,0.421458006872801,0.217356192457967,1,0,"H18",18,"HabSubsmpl_25"
"46",0.17608373163478,0.191139351564271,0.175070490709765,1,0,"H21",21,"HabSubsmpl_25"
"41",0.12370384148545,0.377547867648804,0.216198806988767,1,0,"H16",16,"HabSubsmpl_25"
"38",0.209698879660943,0.245338929603797,0.19008254874546,1,0,"H13",13,"HabSubsmpl_25"
"28",0.363366076538812,0.26286796842786,0.485994387537662,1,0,"H3",3,"HabSubsmpl_25"
"34",0.481216574089667,0.411258102965558,0.224162337953951,1,0,"H9",9,"HabSubsmpl_25"
"36",0.412496136672613,0.332906604548677,0.135545089317402,1,0,"H11",11,"HabSubsmpl_25"
