,x_coord,y_coord,z_coord,repl,err,n_nms,Ridx
0,0.19781075586530716,0.8997499725183462,0.4866502879420329,0,0,H1,1
1,0.01130618607538647,0.6673623264128253,0.4577000101981221,0,0,H2,2
2,0.7228843470452638,0.8002943960189678,0.5950319351702467,0,0,H3,3
3,0.5652084386768049,0.36502064808530355,0.2701567614167184,0,0,H4,4
4,0.5175636550528511,0.9736973378224808,0.8355595117435071,0,0,H5,5
5,0.20853325110681964,0.7986107849361405,0.5760074830715868,0,0,H6,6
6,0.9688570695891633,0.1006909761091691,0.34294104416921334,0,0,H7,7
7,0.702002162186507,0.41780752106827135,0.3852540477774047,0,0,H8,8
8,0.6518372504531051,0.37217148167182534,0.8439910667312108,0,0,H9,9
9,0.1687617026721293,0.8315412475740306,0.4508861059029573,0,0,H10,10
10,0.04395375454533823,0.6736089670159421,0.4713674546894774,0,0,H11,11
11,0.327590568366219,0.9453247386357815,0.5739096639910463,0,0,H12,12
12,0.3460965403312011,0.4909533067517392,0.7126377371084652,0,0,H13,13
13,0.05335157912798072,0.6335355750990338,0.3568441692907811,0,0,H14,14
14,0.9740705935176002,0.8656331884569279,0.7498139056250931,0,0,H15,15
15,0.6514404794455617,0.4816841989130862,0.46904573623498136,0,0,H16,16
16,0.7312637182185725,0.1508209990601851,0.1559218424911798,0,0,H17,17
17,0.7634847805421875,0.004179998730223677,0.5659334516369114,0,0,H18,18
18,0.7730926292213081,0.19409700853164336,0.02725082916799615,0,0,H19,19
19,0.23014939595277217,0.9713205085636196,0.3588424430744874,0,0,H20,20
20,0.5075249227592095,0.8818993597273836,0.15281579498019404,0,0,H21,21
21,0.5147207188862936,0.8805864109916551,0.16732184521636395,0,0,H22,22
22,0.5024140529939283,0.16006957411551404,0.3545591031980161,0,0,H23,23
23,0.4282169996163764,0.49980974338503625,0.5893297438542295,0,0,H24,24
24,0.23493121157751062,0.42308360124514455,0.5037117624391759,0,0,H25,25
0,0.20811716602588326,0.5164341898644127,0.6463535757402702,1,0,H1,1
1,0.16278347680930816,0.7673446358424003,0.3502293124800021,1,0,H2,2
2,0.05155053209943483,0.5258806238725876,0.2541663913216371,1,0,H3,3
3,0.9367230348685732,0.9101000092444893,0.465366215301557,1,0,H4,4
4,0.21874833328912702,0.36012467386245384,0.6116869169980579,1,0,H5,5
5,0.3324107989152727,0.9056793204033731,0.20471342533838877,1,0,H6,6
6,0.9148038332390908,0.2141005095258114,0.9627133180110917,1,0,H7,7
7,0.09400481823264695,0.13608316636387408,0.6661776764656456,1,0,H8,8
8,0.9005481634975216,0.8650269632283167,0.022426495068133767,1,0,H9,9
9,0.6150767494538586,0.7100224010687085,0.7449145935368583,1,0,H10,10
10,0.3851340962126043,0.5061204927306836,0.7334509016422659,1,0,H11,11
11,0.010544159955080512,0.4725444764205673,0.6968849176919079,1,0,H12,12
12,0.23835301418843913,0.9167694841208516,0.013815569903502634,1,0,H13,13
13,0.0890876012473315,0.5059654203011227,0.38352803010088,1,0,H14,14
14,0.42020934391938736,0.9930416839136685,0.5534871914563809,1,0,H15,15
15,0.43767333641372475,0.29977916506298596,0.2467389747653156,1,0,H16,16
16,0.10258452869656698,0.8207521319376055,0.34392301322565644,1,0,H17,17
17,0.9925056568418738,0.10096463801441902,0.4296900329986102,1,0,H18,18
18,0.9064374402563118,0.6039354697408676,0.9911061529136574,1,0,H19,19
19,0.33050877249333943,0.5806536700937732,0.31814660359173497,1,0,H20,20
20,0.8708810100387498,0.4436074149664053,0.5976208090662118,1,0,H21,21
21,0.8790694672384401,0.2703856986724319,0.30147653441945965,1,0,H22,22
22,0.5218709386995,0.4315212954994957,0.7299206144340076,1,0,H23,23
23,0.3830857471268222,0.5464232700040782,0.13842104331079386,1,0,H24,24
24,0.725889960449666,0.74386178293965,0.45044825109271136,1,0,H25,25
