,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,repl,err,sp_nms,Ridx
0,0.0,0.47990243155405266,0.35055437135653655,0.42459863102478523,-0.21637973630698293,0.3813607632698428,0.0,0.2927041331991742,0.0,0.12126290561347673,0,0,S1,1
1,0.47990243155405266,0.0,0.0,0.34058656833678314,0.0,-0.10029453953588813,0.0,0.0,0.0,0.0,0,0,S2,2
2,0.35055437135653655,0.0,0.0,0.0,-0.10202381949501965,0.4187615282771757,-0.4512245375864149,0.3192774702938892,0.3140621561569211,0.215411625302637,0,0,S3,3
3,0.42459863102478523,0.34058656833678314,0.0,0.0,0.3925559059184436,0.4656801507544033,0.0,0.37567583486414524,0.0,0.0,0,0,S4,4
4,-0.21637973630698293,0.0,-0.10202381949501965,0.3925559059184436,0.0,0.0,0.0,0.0,0.0,0.0,0,0,S5,5
5,0.3813607632698428,-0.10029453953588813,0.4187615282771757,0.4656801507544033,0.0,0.0,0.0,0.0,0.15168869629819964,0.1587037955589813,0,0,S6,6
6,0.0,0.0,-0.4512245375864149,0.0,0.0,0.0,0.0,0.0,0.2882815165415341,0.0,0,0,S7,7
7,0.2927041331991742,0.0,0.3192774702938892,0.37567583486414524,0.0,0.0,0.0,0.0,0.0,0.24306734541013766,0,0,S8,8
8,0.0,0.0,0.3140621561569211,0.0,0.0,0.15168869629819964,0.2882815165415341,0.0,0.0,0.0,0,0,S9,9
9,0.12126290561347673,0.0,0.215411625302637,0.0,0.0,0.1587037955589813,0.0,0.24306734541013766,0.0,0.0,0,0,S10,10
0,0.0,0.4870742464172033,0.34288525390280167,0.0,0.0,0.40342950084982676,0.0,0.0,0.0,0.0,1,0,S1,1
1,0.4870742464172033,0.0,0.38636116781680796,-0.4498378709167883,0.2674989098078056,0.0,0.0,0.12653296514017298,0.0,0.4140307383428041,1,0,S2,2
2,0.34288525390280167,0.38636116781680796,0.0,0.2922013796114331,-0.4485124695806294,0.0,0.0,0.3508377848871682,-0.2748262094717484,0.0,1,0,S3,3
3,0.0,-0.4498378709167883,0.2922013796114331,0.0,0.1609925573268444,0.0,0.0,-0.4066063207645826,0.3474792612371545,0.4322924757819099,1,0,S4,4
4,0.0,0.2674989098078056,-0.4485124695806294,0.1609925573268444,0.0,0.2550480383568817,0.33158368589353,0.0,0.0,0.10136477232948558,1,0,S5,5
5,0.40342950084982676,0.0,0.0,0.0,0.2550480383568817,0.0,0.0,0.47070016453707153,0.0,0.0,1,0,S6,6
6,0.0,0.0,0.0,0.0,0.33158368589353,0.0,0.0,0.17615521384615734,0.41146989258424893,0.0,1,0,S7,7
7,0.0,0.12653296514017298,0.3508377848871682,-0.4066063207645826,0.0,0.47070016453707153,0.17615521384615734,0.0,0.0,0.0,1,0,S8,8
8,0.0,0.0,-0.2748262094717484,0.3474792612371545,0.0,0.0,0.41146989258424893,0.0,0.0,0.0,1,0,S9,9
9,0.0,0.4140307383428041,0.0,0.4322924757819099,0.10136477232948558,0.0,0.0,0.0,0.0,0.0,1,0,S10,10
