,R1,R2,R3,repl,err,n_nms,Ridx
0,0.20676871007725733,0.35004893154697975,0.08921766549934365,0,0,H1,1
1,0.26495724584773794,0.42774971030366427,0.16019969049697436,0,0,H2,2
2,0.11732364306255168,0.17093002752075334,0.2065176449405112,0,0,H3,3
3,0.13909461437055567,0.3569958501938393,0.3919864125544195,0,0,H4,4
4,0.2598785469208992,0.3473657262224558,0.15879249783295446,0,0,H5,5
5,0.24287354354053983,0.3179621052401174,0.21734562329027288,0,0,H6,6
6,0.1770607118496868,0.14642952064736525,0.30523465522419235,0,0,H7,7
7,0.3085922567771365,0.30247220801822916,0.21974296916239838,0,0,H8,8
8,0.2933881405475038,0.31523534199943,0.3107971408714294,0,0,H9,9
9,0.12038878605795181,0.05581960634856104,0.3102004894984407,0,0,H10,10
10,0.18103460268121443,0.29214013652222726,0.20023837745583226,0,0,H11,11
11,0.2583646448732751,0.11024860782804824,0.08189166065187534,0,0,H12,12
12,0.27118041134040777,0.24848391314130985,0.41264070875833087,0,0,H13,13
13,0.04985009713522483,0.24222401001304233,0.19201314253539714,0,0,H14,14
14,0.3835117885912365,0.08347232476192029,0.11621432649842928,0,0,H15,15
15,0.23126239934722226,0.25702654592555946,0.305832683715747,0,0,H16,16
16,0.2542823185842253,0.22752566916321346,0.1634557782442273,0,0,H17,17
17,0.2841948872728959,0.08454757429539894,0.4011387106556151,0,0,H18,18
18,0.23814727701135752,0.1626384726674615,0.3618854874712653,0,0,H19,19
19,0.1402611115323968,0.27801718541818027,0.08497355453078988,0,0,H20,20
20,0.1524377040356124,0.46789127791447327,0.22455718708901004,0,0,H21,21
21,0.3240218760620601,0.23650896426322368,0.24180989494960253,0,0,H22,22
22,0.17556916387645513,0.20984259036375943,0.21706822605961362,0,0,H23,23
23,0.25717295314516647,0.36387280551290063,0.1363565806108121,0,0,H24,24
24,0.34857384171863914,0.19782875797924096,0.16160612500081253,0,0,H25,25
0,0.26417071692175337,0.1820582868088855,0.09023280459411077,1,0,H1,1
1,0.1544313927697672,0.16987791132509755,0.17387685096980257,1,0,H2,2
2,0.374292804511463,0.32409867457464275,0.1384239230982033,1,0,H3,3
3,0.1909738034456782,0.1756696311120002,0.25868454153696185,1,0,H4,4
4,0.12431546333809042,0.14855393793260413,0.36938366099248976,1,0,H5,5
5,0.2397217439530245,0.09154209821471172,0.14337441382912167,1,0,H6,6
6,0.29444234738528385,0.09812566535643152,0.5407904497581562,1,0,H7,7
7,0.21020639873416866,0.17262128406324523,0.384067056169282,1,0,H8,8
8,0.24566427205798183,0.43381960692811666,0.1661503571125619,1,0,H9,9
9,0.16770915431054756,0.4644922193569527,0.19784145706336143,1,0,H10,10
10,0.09471332675141511,0.36884260988065065,0.2645334464657121,1,0,H11,11
11,0.290448725762616,0.22891694201530471,0.10806221074868912,1,0,H12,12
12,0.1427690879846144,0.36442382414216645,0.25184580429270687,1,0,H13,13
13,0.3653684871632084,0.48166922364944087,0.07305357549074176,1,0,H14,14
14,0.18145928379166015,0.4249629945343535,0.27458785812812475,1,0,H15,15
15,0.1431236748651228,0.2726113282689088,0.25150572960950396,1,0,H16,16
16,0.2591302441122425,0.23638060494656843,0.1997756216780136,1,0,H17,17
17,0.18575649988599535,0.13497521179089375,0.2560263621378034,1,0,H18,18
18,0.3373106643738563,0.21998104265320004,0.1088433709275248,1,0,H19,19
19,0.4626873531526345,0.37192605392643663,0.2162610535252801,1,0,H20,20
20,0.24891660096455864,0.20360353512620233,0.2164149828174512,1,0,H21,21
21,0.21358750825217698,0.20479470462222746,0.025002228362846254,1,0,H22,22
22,0.37382287121786156,0.23668630407136723,0.38746496760200855,1,0,H23,23
23,0.2340598477558294,0.23023183358986216,0.23377576674742767,1,0,H24,24
24,0.3577806393934038,0.33086474995909515,0.2777527193632622,1,0,H25,25
