,R1,R2,R3,repl,err,n_nms,Ridx
0,0.2233745628030536,0.2818401052098605,0.25508761755776344,0,0,H1,1
1,0.19889465870193537,0.08999147578345103,0.0841778972069309,0,0,H2,2
2,0.22808429344373166,0.28673840559016617,0.2409719756985567,0,0,H3,3
3,0.3136761087784103,0.4091473619565037,0.20930491164980997,0,0,H4,4
4,0.19228476764535413,0.23297197813127202,0.3754650710500918,0,0,H5,5
5,0.31800451509370453,0.1632221308954138,0.2711668587333012,0,0,H6,6
6,0.3389101866738462,0.3993382373021606,0.40802650926914397,0,0,H7,7
7,0.4198607375261166,0.07665195789051261,0.30281424713032923,0,0,H8,8
8,0.3816828375093764,0.30816202664599085,0.18875172094140621,0,0,H9,9
9,0.16744299016445738,0.1652936056096485,0.17468213501990024,0,0,H10,10
10,0.2889557608063899,0.2069608521717322,0.35528609495238583,0,0,H11,11
11,0.5808520618182489,0.562340511228202,0.0857199584501724,0,0,H12,12
12,0.16032251226439556,0.08211725954224156,0.391157952819476,0,0,H13,13
13,0.49566050415244045,0.3117774690556277,0.5140403404237587,0,0,H14,14
14,0.3466458230234205,0.4658032234382779,0.19550709347706952,0,0,H15,15
15,0.2502451801081191,0.2591868859833594,0.17556915400156192,0,0,H16,16
16,0.4172796303593913,0.34769466163885177,0.3692459468002385,0,0,H17,17
17,0.2768385378071662,0.24104095065515296,0.2182939667334217,0,0,H18,18
18,0.2358821352336413,0.15925413567818228,0.09523221313802284,0,0,H19,19
19,0.13888294867854312,0.3086127984117599,0.3479141854142872,0,0,H20,20
20,0.2919198842199621,0.2263717881343316,0.2402338056815848,0,0,H21,21
21,0.48480808026065914,0.23053797574044854,0.3125848584865426,0,0,H22,22
22,0.15303778897740858,0.22461260171548153,0.22600214505003322,0,0,H23,23
23,0.18238905430376842,0.02475346323386019,0.2957209106519292,0,0,H24,24
24,0.3325482514581919,0.346667148152271,0.2901523287739049,0,0,H25,25
0,0.16019831695295988,0.2107530703021648,0.31737476308189244,1,0,H1,1
1,0.2163214389391897,0.30091681228743955,0.3986993690603883,1,0,H2,2
2,0.29976315929516484,0.3273961623548758,0.2821097274502826,1,0,H3,3
3,0.17804504832652296,0.2919708424422571,0.2945426256238969,1,0,H4,4
4,0.11112599129157215,0.22970570334814744,0.16383476425220786,1,0,H5,5
5,0.2433682451683381,0.1670645595443748,0.17006370219801925,1,0,H6,6
6,0.24666456771777567,0.2425413039397422,0.3102163106971461,1,0,H7,7
7,0.3661260221580987,0.2272776143634775,0.14766747167265162,1,0,H8,8
8,0.3857488220349816,0.18664128329838384,0.20799658749098637,1,0,H9,9
9,0.1870101516949268,0.13659651253736654,0.2476504040019466,1,0,H10,10
10,0.22877408207149855,0.16549922126564606,0.3322083765752385,1,0,H11,11
11,0.5077518674220486,0.08705641030415774,0.07452068991223074,1,0,H12,12
12,0.2738759373137631,0.06873492946628776,0.1386537916926822,1,0,H13,13
13,0.20009091674852586,0.22197764148807217,0.3758661678964996,1,0,H14,14
14,0.19729292344251237,0.11932901836343998,0.25146049540385695,1,0,H15,15
15,0.19656295165770918,0.11481799363034237,0.1519344055466852,1,0,H16,16
16,0.28379715549888407,0.3763888896088838,0.24193158107009963,1,0,H17,17
17,0.21281088632595715,0.34042064750923545,0.35302652969246673,1,0,H18,18
18,0.17539391473037258,0.11699864142340832,0.19295960985264138,1,0,H19,19
19,0.26431360497102757,0.6637021484157114,0.1964023119151792,1,0,H20,20
20,0.2762646495133712,0.18557014793201146,0.31733394551187544,1,0,H21,21
21,0.38312877832797815,0.29201021757598256,0.31213870640900626,1,0,H22,22
22,0.12310043891547023,0.3898284655809533,0.2315441285283082,1,0,H23,23
23,0.2144872177281042,0.2949283501262518,0.2661181200097884,1,0,H24,24
24,0.30105964461955914,0.39049493641583205,0.16503965377919613,1,0,H25,25
