,x_coord,y_coord,z_coord,repl,err,n_nms,Ridx
0,0.1636385202200359,0.01729135955647798,0.9726906652883286,0,0,H1,1
1,0.3590910068523091,0.3707631298539279,0.9193966975611887,0,0,H2,2
2,0.4417336906450473,0.7479587021974851,0.35918045994428627,0,0,H3,3
3,0.22930350008098244,0.3200051389088562,0.6591076055594272,0,0,H4,4
4,0.3955387233177975,0.8808678109557749,0.6944076509085259,0,0,H5,5
5,0.9055819270548959,0.343626958929256,0.34606132920723776,0,0,H6,6
6,0.6377228143281366,0.9816829097891719,0.6358370430392968,0,0,H7,7
7,0.7312604617944193,0.8743298082759984,0.2142661784688794,0,0,H8,8
8,0.25500962119145454,0.17707565649119683,0.5468897861690247,0,0,H9,9
9,0.6306332756370837,0.5611844669578677,0.02937552383101205,0,0,H10,10
10,0.07170326705243435,0.9593974003520626,0.4079769360162554,0,0,H11,11
11,0.7331566935537043,0.0912159731208666,0.33811235711386145,0,0,H12,12
12,0.06922152006692583,0.2648144896129436,0.784177357722157,0,0,H13,13
13,0.5817868493711594,0.043084558473531986,0.6047343036675666,0,0,H14,14
14,0.4993359882168871,0.9886349354009824,0.9590581185697415,0,0,H15,15
15,0.4610710549455168,0.8757584274413991,0.062253005772046066,0,0,H16,16
16,0.6632379365545188,0.6694379121841237,0.9460781450378636,0,0,H17,17
17,0.43435118003926176,0.6856021591966013,0.021080774332448926,0,0,H18,18
18,0.6696892654043382,0.4456755748675021,0.8016698213460229,0,0,H19,19
19,0.3830517448057378,0.791199133142649,0.2118497860189842,0,0,H20,20
20,0.7506595742085548,0.8455488714857156,0.20961777971572915,0,0,H21,21
21,0.13888417180784907,0.3317352894788945,0.4814488508368433,0,0,H22,22
22,0.6970388349862138,0.6395215342929064,0.44387710901956223,0,0,H23,23
23,0.7491498786723748,0.5881589692972289,0.1981678751140551,0,0,H24,24
24,0.32506215728305,0.2706597726275459,0.6335411931880348,0,0,H25,25
0,0.16108794511447044,0.9428536988254879,0.6310615919109995,1,0,H1,1
1,0.5711209357201443,0.13217518113136584,0.5932039550616165,1,0,H2,2
2,0.9117866999969119,0.10611066700337934,0.027051738691263982,1,0,H3,3
3,0.3945795069518301,0.020698253756868734,0.6926010191169159,1,0,H4,4
4,0.7085403084016881,0.053927944639810654,0.7199141447578459,1,0,H5,5
5,0.19131391040607992,0.8774998081864142,0.17069001001851203,1,0,H6,6
6,0.5159020157947768,0.047373790539190774,0.5376369056193967,1,0,H7,7
7,0.03422817189380234,0.5904960713265424,0.6349363509139705,1,0,H8,8
8,0.815748589656786,0.766545291934538,0.09150615949857965,1,0,H9,9
9,0.7694726263716613,0.9905770729904695,0.4647264631833963,1,0,H10,10
10,0.3023777067730693,0.2706274483688865,0.8630116561923622,1,0,H11,11
11,0.8439615387492653,0.6753248108429096,0.09973459736146173,1,0,H12,12
12,0.3871317458947695,0.530443359011134,0.400115594312341,1,0,H13,13
13,0.3845191397558685,0.06533194588597191,0.3700003653060969,1,0,H14,14
14,0.25413604140069335,0.7331071000403047,0.3869338609243611,1,0,H15,15
15,0.24708722038604858,0.4880782037741108,0.5683225075111048,1,0,H16,16
16,0.05038296650704244,0.21509093970853932,0.8385254154411682,1,0,H17,17
17,0.603815582321198,0.4831072105577908,0.7267734180668417,1,0,H18,18
18,0.012029727300648774,0.28544103211595195,0.6820692760502876,1,0,H19,19
19,0.8907635148725893,0.6670001814487816,0.5615722490841613,1,0,H20,20
20,0.9404190493961142,0.2598825468536078,0.12998490351630032,1,0,H21,21
21,0.44633176140979247,0.8466148965986807,0.41282327472687785,1,0,H22,22
22,0.8587001027799331,0.8708453294598296,0.5702709394016874,1,0,H23,23
23,0.9287052222719648,0.9355749440598466,0.418643605725885,1,0,H24,24
24,0.9570215759573373,0.3082239499867264,0.5614934957011861,1,0,H25,25
