,R1,R2,R3,repl,err,n_nms,Ridx
0,0.2937970423637359,0.37069480200011934,0.3355081556361447,0,0,H1,1
1,0.5331381259128533,0.24122260024700273,0.22563927384014387,0,0,H2,2
2,0.30178076277723415,0.3793866445164745,0.3188325927062915,0,0,H3,3
3,0.3365159936187251,0.4389388518669024,0.22454515451437254,0,0,H4,4
4,0.24013928883239852,0.29095245469212544,0.468908256475476,0,0,H5,5
5,0.42265717752444704,0.21693718761651368,0.3604056348590393,0,0,H6,6
6,0.2956622157952785,0.34837910672234446,0.35595867748237714,0,0,H7,7
7,0.5252678412018507,0.09589562644575753,0.3788365323523918,0,0,H8,8
8,0.43442331097535025,0.3507434832700245,0.2148332057546252,0,0,H9,9
9,0.32998976979514233,0.3257538509684062,0.34425637923645147,0,0,H10,10
10,0.33946762400335334,0.24313932538455746,0.4173930506120891,0,0,H11,11
11,0.47265533301288903,0.4575919740547842,0.06975269293232685,0,0,H12,12
12,0.25303517678981896,0.12960472607552223,0.6173600971346589,0,0,H13,13
13,0.3750803165208317,0.23593082522767084,0.3889888582514976,0,0,H14,14
14,0.3439096298817911,0.4621264804900884,0.19396388962812044,0,0,H15,15
15,0.3653207801208434,0.37837434208971965,0.25630487778943695,0,0,H16,16
16,0.36790000397227085,0.3065495128240497,0.3255504832036796,0,0,H17,17
17,0.376050692745445,0.32742412668365317,0.2965251805709017,0,0,H18,18
18,0.481030373904828,0.32476421478586287,0.19420541130930918,0,0,H19,19
19,0.17460549963366423,0.38799213562747276,0.437402364738863,0,0,H20,20
20,0.3848517850393869,0.2984366309230606,0.31671158403755245,0,0,H21,21
21,0.4716348865743581,0.22427380331814922,0.3040913101074927,0,0,H22,22
22,0.2535196655623469,0.37208922089434737,0.37439111354330573,0,0,H23,23
23,0.36270097223100434,0.049225021837398776,0.588074005931597,0,0,H24,24
24,0.34305686244831524,0.3576219199395636,0.29932121761212116,0,0,H25,25
0,0.23273606105844427,0.306181989742764,0.4610819491987918,1,0,H1,1
1,0.2361748596715608,0.3285341770252263,0.4352909633032129,1,0,H2,2
2,0.3296748741109858,0.36006522236605115,0.310259903522963,1,0,H3,3
3,0.23287301692298343,0.3818816168837245,0.385245366193292,1,0,H4,4
4,0.22019690299126735,0.4551634040679096,0.3246396929408231,1,0,H5,5
5,0.41924153250032026,0.28779597733232476,0.2929624901673549,1,0,H6,6
6,0.3085535692682879,0.3033957642072767,0.3880506665244355,1,0,H7,7
7,0.49404978565449686,0.3066879977513712,0.19926221659413196,1,0,H8,8
8,0.49430471531862136,0.23916512802505305,0.2665301566563257,1,0,H9,9
9,0.3273660180222831,0.23911566286538463,0.4335183191123323,1,0,H10,10
10,0.3149068839548572,0.22780921507285085,0.45728390097229193,1,0,H11,11
11,0.7585983753452751,0.13006520636827495,0.11133641828644993,1,0,H12,12
12,0.5690755231911134,0.14282147723960092,0.2881029995692856,1,0,H13,13
13,0.2507610086331174,0.27819022561382506,0.4710487657530575,1,0,H14,14
14,0.3472962910304625,0.21005581328923975,0.4426478956802977,1,0,H15,15
15,0.4242530520596168,0.24781823745636614,0.3279287104840171,1,0,H16,16
16,0.31458996838504155,0.417228173673521,0.26818185794143745,1,0,H17,17
17,0.234823716213436,0.37563323429546036,0.38954304949110363,1,0,H18,18
18,0.3613745379433451,0.24105927534247404,0.39756618671418087,1,0,H19,19
19,0.23506702100170948,0.590262793614491,0.17467018538379947,1,0,H20,20
20,0.3545633112345292,0.23816426109150407,0.40727242767396665,1,0,H21,21
21,0.3880658678205683,0.2957731314014984,0.31616100077793347,1,0,H22,22
22,0.16535244858409906,0.5236300689054012,0.3110174825104997,1,0,H23,23
23,0.2765672479280841,0.380290830355156,0.34314192171676,1,0,H24,24
24,0.35146120810015086,0.45586920918322077,0.1926695827166284,1,0,H25,25
