,R1,R2,R3,repl,err,n_nms,Ridx
0,0.27635119196686037,0.3000814216704635,0.42356738636267616,0,0,H1,1
1,0.36270417505632424,0.2063818900669184,0.43091393487675733,0,0,H2,2
2,0.39531280185892914,0.08605798869188677,0.5186292094491841,0,0,H3,3
3,0.32509969612908823,0.22614414401298025,0.44875615985793166,0,0,H4,4
4,0.2275756959926628,0.4025263013337767,0.3698980026735605,0,0,H5,5
5,0.26116800329864004,0.3843021805469493,0.35452981615441076,0,0,H6,6
6,0.2012536452159361,0.5211845419029459,0.27756181288111786,0,0,H7,7
7,0.32648931537934905,0.4561135520273535,0.2173971325932975,0,0,H8,8
8,0.3931110520999783,0.4066014780378293,0.20028746986219245,0,0,H9,9
9,0.15540461961377092,0.48090900383509605,0.363686376551133,0,0,H10,10
10,0.16154162101462746,0.22490591066195528,0.6135524683234173,0,0,H11,11
11,0.24340479906933588,0.5219703757993633,0.23462482513130078,0,0,H12,12
12,0.43812088019446593,0.40349601453519146,0.15838310527034258,0,0,H13,13
13,0.23706042989020995,0.3421119378823208,0.42082763222746933,0,0,H14,14
14,0.20376658858532196,0.40875823193670086,0.3874751794779772,0,0,H15,15
15,0.2526504337864612,0.24668244135307427,0.5006671248604646,0,0,H16,16
16,0.47865154989641,0.2221177904297003,0.29923065967388957,0,0,H17,17
17,0.29779102954236925,0.5186403526629474,0.1835686177946834,0,0,H18,18
18,0.2249742692488673,0.46866392385776895,0.30636180689336373,0,0,H19,19
19,0.4291108308550959,0.16427658689988495,0.40661258224501917,0,0,H20,20
20,0.396009656663304,0.1033970007603182,0.5005933425763778,0,0,H21,21
21,0.2513094967857123,0.1740007332396563,0.5746897699746314,0,0,H22,22
22,0.17792283608770174,0.41444375008533957,0.4076334138269587,0,0,H23,23
23,0.4401242215351824,0.3031360467131571,0.2567397317516605,0,0,H24,24
24,0.3045331417388243,0.411444291066671,0.28402256719450475,0,0,H25,25
0,0.35988194270288115,0.4061861918387574,0.23393186545836142,1,0,H1,1
1,0.3190093779010751,0.4255273259824422,0.2554632961164827,1,0,H2,2
2,0.0684190112978261,0.4143460495279612,0.5172349391742127,1,0,H3,3
3,0.47449943109357173,0.20505244976307593,0.3204481191433523,1,0,H4,4
4,0.2647764027478307,0.22006261437126481,0.5151609828809045,1,0,H5,5
5,0.10427208579046814,0.19254582742612716,0.7031820867834048,1,0,H6,6
6,0.20431463471450925,0.3594703729341596,0.4362149923513312,1,0,H7,7
7,0.23113636456150508,0.318771444806418,0.450092190632077,1,0,H8,8
8,0.37924865370703076,0.31915539062938564,0.3015959556635837,1,0,H9,9
9,0.2737783053429693,0.3954565500652285,0.3307651445918022,1,0,H10,10
10,0.33012927818312765,0.19997862893785565,0.4698920928790168,1,0,H11,11
11,0.3306341406006208,0.4349737765886263,0.23439208281075297,1,0,H12,12
12,0.21216980777014535,0.24163204072346192,0.5461981515063927,1,0,H13,13
13,0.43463411694050175,0.36884456557547485,0.19652131748402332,1,0,H14,14
14,0.3284365510498486,0.26040933244943454,0.4111541165007169,1,0,H15,15
15,0.22462028382045493,0.5785210195446309,0.19685869663491423,1,0,H16,16
16,0.3553681398395382,0.24516560211880073,0.39946625804166097,1,0,H17,17
17,0.33585376323131516,0.24851938325580772,0.41562685351287715,1,0,H18,18
18,0.5968675587114216,0.3035412045175114,0.09959123677106707,1,0,H19,19
19,0.3351284435135504,0.30201935679597125,0.3628521996904783,1,0,H20,20
20,0.2833893501198301,0.337124729769329,0.379485920110841,1,0,H21,21
21,0.45576923278824455,0.19882365630903673,0.3454071109027188,1,0,H22,22
22,0.5207243689058616,0.18455762586975896,0.29471800522437935,1,0,H23,23
23,0.2621479692236127,0.21159791261994895,0.5262541181564383,1,0,H24,24
24,0.20769105739682137,0.2381642101131869,0.5541447324899917,1,0,H25,25
