,R1,R2,R3,repl,err,rsc_nms,Ridx
0,0.8068893036747365,0.18315056378683692,0.009960132538426494,0,0,S1,1
1,0.4883778441335314,0.12903179457047065,0.382590361295998,0,0,S2,2
2,0.6359583422286907,0.2256275751339316,0.13841408263737764,0,0,S3,3
3,0.7672590623323975,0.1384381327982087,0.0943028048693938,0,0,S4,4
4,0.7826973359496954,0.16657353371064143,0.050729130339663246,0,0,S5,5
5,0.5997053071647281,0.2915084788343257,0.10878621400094612,0,0,S6,6
6,0.05668161912700931,0.9236244130289493,0.019693967844041413,0,0,S7,7
7,0.806161881691243,0.051852187034468145,0.14198593127428877,0,0,S8,8
8,0.10314309603968666,0.2452767941069054,0.651580109853408,0,0,S9,9
9,0.05565734936971933,0.5388864884639022,0.4054561621663785,0,0,S10,10
0,0.38350191400799816,0.5666273764862604,0.04987070950574146,1,0,S1,1
1,0.68133461850981,0.04968679297238801,0.268978588517802,1,0,S2,2
2,0.7089820050308034,0.11199428816759327,0.17902370680160326,1,0,S3,3
3,0.05453452502035594,0.20746284097415213,0.7380026340054919,1,0,S4,4
4,0.8752562346821187,0.1065714781635212,0.018172287154360152,1,0,S5,5
5,0.017317674790790494,0.13833907775345677,0.8443432474557527,1,0,S6,6
6,0.5490664613470765,0.03597632179927718,0.4149572168536464,1,0,S7,7
7,0.042162849804742164,0.7192004421418038,0.2386367080534541,1,0,S8,8
8,0.2948520890315556,0.34239363093463987,0.3627542800338045,1,0,S9,9
9,0.7441884327752912,0.0256547897716637,0.23015677745304508,1,0,S10,10
