,R1,R2,R3,repl,err,n_nms,Ridx
0,0.3487940607070764,0.18152668142313944,0.4696792578697841,0,0,H1,1
1,0.5204433608431095,0.21916849149597054,0.26038814766092006,0,0,H2,2
2,0.3265901573505215,0.3036562903318701,0.3697535523176084,0,0,H3,3
3,0.6461644209681863,0.20425461248426502,0.14958096654754865,0,0,H4,4
4,0.38886736328051436,0.21038216812768162,0.400750468591804,0,0,H5,5
5,0.28327561992213995,0.1785202395749178,0.5382041405029422,0,0,H6,6
6,0.3546191480645752,0.34511899405283575,0.3002618578825891,0,0,H7,7
7,0.35358181061819505,0.32283623456003835,0.3235819548217667,0,0,H8,8
8,0.2035852431525307,0.3236385436614281,0.4727762131860412,0,0,H9,9
9,0.3211664617954581,0.2443484933337868,0.43448504487075507,0,0,H10,10
10,0.24236435130346798,0.3633094048667027,0.39432624382982934,0,0,H11,11
11,0.33274158385542824,0.3619633849256558,0.30529503121891594,0,0,H12,12
12,0.3705888284143316,0.24193247634096782,0.3874786952447007,0,0,H13,13
13,0.35288711155545965,0.12256250166539522,0.5245503867791452,0,0,H14,14
14,0.2795290502945078,0.32763257033114646,0.39283837937434574,0,0,H15,15
15,0.5654454441927361,0.1104100418556438,0.32414451395162003,0,0,H16,16
16,0.35377813329200253,0.2967757852820018,0.34944608142599576,0,0,H17,17
17,0.31389521963466066,0.18886295579550139,0.497241824569838,0,0,H18,18
18,0.3498215525064904,0.2905278664322939,0.3596505810612157,0,0,H19,19
19,0.3626989992809947,0.367829186256727,0.2694718144622782,0,0,H20,20
20,0.3716036784575206,0.20683842847147416,0.42155789307100533,0,0,H21,21
21,0.1513477858826001,0.3307964118800263,0.5178558022373736,0,0,H22,22
22,0.20025292996041147,0.3602314357349379,0.4395156343046506,0,0,H23,23
23,0.40033839168158464,0.28746689009363185,0.3121947182247834,0,0,H24,24
24,0.4210677244470647,0.30651891114605206,0.2724133644068833,0,0,H25,25
0,0.49748336028142964,0.30270648601711037,0.1998101537014601,1,0,H1,1
1,0.27648168889572455,0.3424259237649348,0.38109238733934075,1,0,H2,2
2,0.2074448501403925,0.32953538469682214,0.4630197651627854,1,0,H3,3
3,0.5152407864297492,0.31487546098126035,0.16988375258899038,1,0,H4,4
4,0.3553415608847358,0.42754713293487934,0.21711130618038493,1,0,H5,5
5,0.34795531550736775,0.3348479444307729,0.31719674006185933,1,0,H6,6
6,0.3520244031037049,0.33148544448138145,0.31649015241491363,1,0,H7,7
7,0.3347577555480891,0.16558612404462764,0.4996561204072832,1,0,H8,8
8,0.5756546388533849,0.28671156859636315,0.13763379255025196,1,0,H9,9
9,0.26353309079464315,0.15958352158949585,0.576883387615861,1,0,H10,10
10,0.21803679263083187,0.40196803285499244,0.3799951745141755,1,0,H11,11
11,0.320466940984438,0.24685511686748268,0.43267794214807936,1,0,H12,12
12,0.30874733316229747,0.4867726214372126,0.20448004540049,1,0,H13,13
13,0.4963399924285158,0.15512831994044032,0.3485316876310439,1,0,H14,14
14,0.5220840526182912,0.31154838515601474,0.16636756222569407,1,0,H15,15
15,0.39334786734947086,0.28666720536206924,0.3199849272884599,1,0,H16,16
16,0.48013309111964714,0.27175758336465805,0.24810932551569484,1,0,H17,17
17,0.3589064396435531,0.2640614454005836,0.37703211495586314,1,0,H18,18
18,0.4043533258801629,0.26754883821745273,0.32809783590238445,1,0,H19,19
19,0.16550761302154696,0.21269229933224454,0.6218000876462084,1,0,H20,20
20,0.2781314906713532,0.5543415082576938,0.167527001070953,1,0,H21,21
21,0.25459101547741925,0.2402886819020813,0.5051203026204993,1,0,H22,22
22,0.49451350143090883,0.23560226501956974,0.26988423354952135,1,0,H23,23
23,0.342884831870037,0.25182539202930476,0.40528977610065825,1,0,H24,24
24,0.14538630635381738,0.1321337221121132,0.7224799715340694,1,0,H25,25
