,R1,R2,R3,repl,err,rsc_nms,Ridx
0,0.2305184807756726,0.5352915798399691,0.23418993938435825,0,0,S1,1
1,0.17620444700033944,0.772326551119337,0.051469001880323544,0,0,S2,2
2,0.5975805657769484,0.08462011524176812,0.31779931898128344,0,0,S3,3
3,0.8504774450866296,0.13542731385974982,0.014095241053620589,0,0,S4,4
4,0.23014468060054505,0.7218746510827132,0.04798066831674178,0,0,S5,5
5,0.4227564021260003,0.21664890479670895,0.36059469307729075,0,0,S6,6
6,0.04460660726601064,0.6238195984388378,0.33157379429515155,0,0,S7,7
7,0.1417253024219644,0.1620285001653392,0.6962461974126964,0,0,S8,8
8,0.05306942921335844,0.3288518313985519,0.6180787393880897,0,0,S9,9
9,0.7959324845837961,0.1304226861879595,0.0736448292282445,0,0,S10,10
0,0.05804007587803184,0.7712913923391318,0.17066853178283634,1,0,S1,1
1,0.49441882369165147,0.11982755714312496,0.38575361916522355,1,0,S2,2
2,0.03437047317087637,0.005565134254796655,0.960064392574327,1,0,S3,3
3,0.23945740156924397,0.5111757007962783,0.24936689763447772,1,0,S4,4
4,0.6403231442385682,0.2698799807369313,0.08979687502450051,1,0,S5,5
5,0.27276277159346995,0.471030607556987,0.2562066208495431,1,0,S6,6
6,0.6106936917056678,0.28896359637432806,0.10034271192000421,1,0,S7,7
7,0.9407470880320876,0.04393415304552073,0.015318758922391594,1,0,S8,8
8,0.11371494320789849,0.7885323277296409,0.09775272906246069,1,0,S9,9
9,0.40763302762331355,0.3880034332468091,0.20436353912987737,1,0,S10,10
