,x_coord,y_coord,z_coord,repl,err,n_nms,Ridx
0,0.11642841267816118,0.4855998139190115,0.7576966529237419,0,0,H1,1
1,0.17468624660663612,0.08497844870891491,0.30322938819758993,0,0,H2,2
2,0.7875285774256058,0.388591529932802,0.8089950557234614,0,0,H3,3
3,0.5835100869101237,0.4918206591041415,0.7139114024743153,0,0,H4,4
4,0.2643731298594274,0.570922843329723,0.13414143119069066,0,0,H5,5
5,0.3759352596042588,0.25541284227304883,0.5658121779323593,0,0,H6,6
6,0.8234080392426746,0.38066791031109204,0.9930037369117474,0,0,H7,7
7,0.9556357068734638,0.9378154428239879,0.49598560544825887,0,0,H8,8
8,0.13006614187464915,0.8432720625336934,0.16703455314738658,0,0,H9,9
9,0.4470870476450617,0.9088276745856563,0.43125025840030584,0,0,H10,10
10,0.36232569957204475,0.17777186137777945,0.01440850679889949,0,0,H11,11
11,0.5028021023119685,0.014300989699760791,0.1340002144672382,0,0,H12,12
12,0.32070129981169715,0.032516083530451656,0.0807504286837234,0,0,H13,13
13,0.3060389287796216,0.7495545310138149,0.8217245490101368,0,0,H14,14
14,0.920488513175635,0.620110724688144,0.4172210970990351,0,0,H15,15
15,0.9940644341391115,0.5835690474883994,0.7075414415597722,0,0,H16,16
16,0.6865083503932982,0.9581113998057157,0.1683128212967302,0,0,H17,17
17,0.6256499336707169,0.27144213220466484,0.25235443296829807,0,0,H18,18
18,0.2294536058777391,0.019114371062450286,0.3137514591328192,0,0,H19,19
19,0.5437595464837597,0.880094829640291,0.9300922620555091,0,0,H20,20
20,0.4031902274739313,0.9556100999599405,0.8864460888515722,0,0,H21,21
21,0.251304940588716,0.3234558789937052,0.37270105096177997,0,0,H22,22
22,0.004734126423511453,0.3816533496018898,0.28345404508746175,0,0,H23,23
23,0.022118285888735656,0.2346327890915626,0.12387881015498858,0,0,H24,24
24,0.8825309607079953,0.449055519396807,0.26423571252571587,0,0,H25,25
0,0.49083815226652516,0.20398706070708295,0.7668146435326749,1,0,H1,1
1,0.5853141455028993,0.8140767970909918,0.12269319288360303,1,0,H2,2
2,0.2636123083163048,0.9388513977133836,0.8012302802803941,1,0,H3,3
3,0.12024170298853942,0.7686389174999438,0.8863911253631386,1,0,H4,4
4,0.5744141435968232,0.9822670759870372,0.1169645926812527,1,0,H5,5
5,0.9119836389610448,0.9239327688016793,0.8662422646150183,1,0,H6,6
6,0.22520296185153876,0.6073981423076122,0.021765045264473426,1,0,H7,7
7,0.6190854229774607,0.31925900688297804,0.6648165761283545,1,0,H8,8
8,0.7207700534572892,0.7420547253119539,0.9198345658785831,1,0,H9,9
9,0.2935397668945319,0.8085579614999916,0.18717918885585794,1,0,H10,10
10,0.6784242083516026,0.2630502566092082,0.6160328795394994,1,0,H11,11
11,0.14835883819905804,0.4445247768713677,0.6283716543556607,1,0,H12,12
12,0.11149430262332771,0.07401265050628625,0.1034779545234018,1,0,H13,13
13,0.23543578352183292,0.26598094632122304,0.6457100869384852,1,0,H14,14
14,0.8392507548364533,0.9764619443803852,0.5924702333059052,1,0,H15,15
15,0.38643280436624716,0.45156876294733084,0.3102475684778673,1,0,H16,16
16,0.43207143520502356,0.8324005816467567,0.27041309632030264,1,0,H17,17
17,0.3161622724115889,0.5090117289300811,0.49203709468472523,1,0,H18,18
18,0.24795042782137966,0.13560576268260394,0.039511785034057056,1,0,H19,19
19,0.38453900541176134,0.1618871116393108,0.992610229811158,1,0,H20,20
20,0.6895667865167691,0.8229694332385997,0.05435743726317488,1,0,H21,21
21,0.4587069638891187,0.4786291155357212,0.3792786015084989,1,0,H22,22
22,0.6485881019754745,0.8305008514534473,0.6538944652253463,1,0,H23,23
23,0.7679916493147598,0.38705511533205095,0.8305037910978114,1,0,H24,24
24,0.7917272260875299,0.30912697217596397,0.09443873264192015,1,0,H25,25
