,R1,R2,R3,repl,err,n_nms,Ridx
0,0.3415447708802505,0.3426947852117996,0.270823599583169,0,0,H1,1
1,0.3358782585101299,0.24121269846775378,0.47212350353937005,0,0,H2,2
2,0.41964359860823597,0.04860289580129371,0.38380176502187385,0,0,H3,3
3,0.3708772455027206,0.1919290385077235,0.3749321121202713,0,0,H4,4
4,0.1743761439777874,0.24994418265672116,0.2394246813882495,0,0,H5,5
5,0.26628956331597053,0.2208368208822263,0.4841921735693618,0,0,H6,6
6,0.0829286887657166,0.1257744791075026,0.17882987006665707,0,0,H7,7
7,0.235627826769178,0.2614634702347334,0.2162296507753577,0,0,H8,8
8,0.20155851552846682,0.2192177292784573,0.2542940046284632,0,0,H9,9
9,0.22810161238526602,0.3083263882279812,0.20365355883291286,0,0,H10,10
10,0.2540741115283605,0.33688223828723457,0.21874795370682457,0,0,H11,11
11,0.20122414975077801,0.29416005897046765,0.32135222457810547,0,0,H12,12
12,0.11637235087822152,0.21454153288582384,0.08342568123465863,0,0,H13,13
13,0.36872276262613046,0.43439751693780077,0.2130298091271807,0,0,H14,14
14,0.6791835390401789,0.24123072137086657,0.37390048935489634,0,0,H15,15
15,0.16838194377087715,0.12412490095861178,0.20372961635055806,0,0,H16,16
16,0.36176194673149425,0.17169968722587997,0.33187353810558023,0,0,H17,17
17,0.1708836223350328,0.22782588921862337,0.09128550578376086,0,0,H18,18
18,0.2312618986563794,0.3202285686344172,0.6417748461917192,0,0,H19,19
19,0.32005783304663893,0.16212862276918572,0.20899004609106217,0,0,H20,20
20,0.49943163951015224,0.33885418945198587,0.1870026606800851,0,0,H21,21
21,0.28542714141490866,0.2971550674739216,0.20641708444704196,0,0,H22,22
22,0.3464520126162708,0.20794881021248138,0.1659418717399232,0,0,H23,23
23,0.3831697379170258,0.26096904522065756,0.30846450222925126,0,0,H24,24
24,0.20202139472680786,0.2735342838754364,0.20498160933026716,0,0,H25,25
0,0.3614958645862986,0.473313738827198,0.2584820074581439,1,0,H1,1
1,0.11871203531123489,0.3496672403270492,0.3271626915491483,1,0,H2,2
2,0.18101586741230474,0.16981847071156494,0.14387062448540547,1,0,H3,3
3,0.2892226375529398,0.2798818602504619,0.26957033072685516,1,0,H4,4
4,0.22432311831108448,0.24470703072629196,0.2652195883221186,1,0,H5,5
5,0.2965988579766865,0.23342717552343342,0.10141362316809914,1,0,H6,6
6,0.26200644824772557,0.20982081861965096,0.17810382219938029,1,0,H7,7
7,0.1819737489108897,0.22925755494420424,0.14513972707463857,1,0,H8,8
8,0.11261362884564519,0.3580290469553286,0.29171174686024676,1,0,H9,9
9,0.42845419111130567,0.3085792816066866,0.06726243790581497,1,0,H10,10
10,0.3226926747217415,0.31875345569499325,0.36652013777681436,1,0,H11,11
11,0.36271638680317514,0.28939068665685336,0.2946575061665746,1,0,H12,12
12,0.25680945379034886,0.31260581901686596,0.1274515931330778,1,0,H13,13
13,0.2836732704559989,0.271947754435403,0.40509385741709286,1,0,H14,14
14,0.2312739916139205,0.21841285299748323,0.1605369711337575,1,0,H15,15
15,0.29397880080262695,0.17175109809197756,0.22910603298157234,1,0,H16,16
16,0.2522118700662457,0.18544489765797875,0.30786751769485116,1,0,H17,17
17,0.1616308118673507,0.39924159164956247,0.27552751123846214,1,0,H18,18
18,0.19088120628883595,0.2642735753719289,0.3714452899947327,1,0,H19,19
19,0.24667244849676817,0.36367660571424276,0.29099991585793367,1,0,H20,20
20,0.09888033969134312,0.31920296723317454,0.3332561690050419,1,0,H21,21
21,0.1038905109953732,0.404404675032707,0.1836485341998367,1,0,H22,22
22,0.22240339794155325,0.4802654593457081,0.21051822321303987,1,0,H23,23
23,0.0890981854221859,0.04693143384451466,0.2955329702904889,1,0,H24,24
24,0.24504043029957856,0.28789173945020785,0.16596602382357453,1,0,H25,25
