"","R1","R2","R3","repl","err","n_nms","Ridx","d"
"9",0.101236722597,0.323398560573044,0.237691467849697,0,0,"H9",9,"HabSubsmpl_25"
"21",0.354418028423799,0.285984842511131,0.274464102820945,0,0,"H21",21,"HabSubsmpl_25"
"20",0.081804528457278,0.362728308500299,0.215364073517316,0,0,"H20",20,"HabSubsmpl_25"
"8",0.144769012065735,0.179061543633425,0.289410130389622,0,0,"H8",8,"HabSubsmpl_25"
"1",0.225305952892453,0.48694545184432,0.511026038459873,0,0,"H1",1,"HabSubsmpl_25"
"13",0.268271831645201,0.294067885055249,0.180006516231508,0,0,"H13",13,"HabSubsmpl_25"
"24",0.589386030252012,0.144599682102436,0.154562862563535,0,0,"H24",24,"HabSubsmpl_25"
"23",0.271707751149366,0.240527249093229,0.214555481935967,0,0,"H23",23,"HabSubsmpl_25"
"15",0.370444577326241,0.14979277481762,0.120966996572807,0,0,"H15",15,"HabSubsmpl_25"
"12",0.606098851666677,0.0392229710364031,0.142987210312395,0,0,"H12",12,"HabSubsmpl_25"
"3",0.158162410859562,0.368826712646427,0.306127176260478,0,0,"H3",3,"HabSubsmpl_25"
"25",0.22232425472374,0.220012043467837,0.329836450417858,0,0,"H25",25,"HabSubsmpl_25"
"6",0.569686632850586,0.177257527132703,0.416488606553624,0,0,"H6",6,"HabSubsmpl_25"
"22",0.167328609840514,0.0811436852839364,0.326281293406734,0,0,"H22",22,"HabSubsmpl_25"
"10",0.385213692240442,0.45403409824701,0.094055676043579,0,0,"H10",10,"HabSubsmpl_25"
"11",0.327305186083091,0.270742765093722,0.292465648086155,0,0,"H11",11,"HabSubsmpl_25"
"16",0.16810513444513,0.139639970684558,0.255239345286835,0,0,"H16",16,"HabSubsmpl_25"
"18",0.42404762674665,0.370016065645453,0.160273767338245,0,0,"H18",18,"HabSubsmpl_25"
"5",0.305035517469575,0.54703821786634,0.239424769973929,0,0,"H5",5,"HabSubsmpl_25"
"17",0.275057691293131,0.255651218503049,0.399860491711,0,0,"H17",17,"HabSubsmpl_25"
"7",0.271114236147369,0.281265677573301,0.188739077123284,0,0,"H7",7,"HabSubsmpl_25"
"4",0.38689769385076,0.371855051516225,0.240510721067808,0,0,"H4",4,"HabSubsmpl_25"
"19",0.227039760618447,0.110327174854116,0.248178294766588,0,0,"H19",19,"HabSubsmpl_25"
"14",0.150821143383815,0.396226862113552,0.211587698729433,0,0,"H14",14,"HabSubsmpl_25"
"2",0.198772603960857,0.244707530608318,0.379705077830215,0,0,"H2",2,"HabSubsmpl_25"
"47",0.341589116080783,0.19597263905011,0.126357879413615,1,0,"H22",22,"HabSubsmpl_25"
"40",0.447421519947229,0.354423566421074,0.269884623469918,1,0,"H15",15,"HabSubsmpl_25"
"37",0.13671492212819,0.251161803993226,0.180666601509406,1,0,"H12",12,"HabSubsmpl_25"
"36",0.126375782232839,0.473806233476715,0.289533524342725,1,0,"H11",11,"HabSubsmpl_25"
"31",0.308152882708942,0.175006955919605,0.257119273612623,1,0,"H6",6,"HabSubsmpl_25"
"35",0.275420890037349,0.263404088870409,0.185869185080445,1,0,"H10",10,"HabSubsmpl_25"
"27",0.202846092565713,0.149385694206781,0.0788304679230943,1,0,"H2",2,"HabSubsmpl_25"
"50",0.213204610012264,0.435934558606737,0.269005199472483,1,0,"H25",25,"HabSubsmpl_25"
"42",0.182324154703609,0.4925050398955,0.275442222812738,1,0,"H17",17,"HabSubsmpl_25"
"48",0.207452039623004,0.0993131953736368,0.240297043882642,1,0,"H23",23,"HabSubsmpl_25"
"45",0.197755501422643,0.332519573693065,0.12327930029088,1,0,"H20",20,"HabSubsmpl_25"
"44",0.303408210938144,0.172129771919947,0.135103955612101,1,0,"H19",19,"HabSubsmpl_25"
"34",0.258469003186279,0.39141215993744,0.12959935574203,1,0,"H9",9,"HabSubsmpl_25"
"41",0.293284774520805,0.247943219728896,0.313715497721428,1,0,"H16",16,"HabSubsmpl_25"
"43",0.219296663251824,0.126562210782545,0.427561112663399,1,0,"H18",18,"HabSubsmpl_25"
"46",0.31713499198873,0.121106250786399,0.296313057833661,1,0,"H21",21,"HabSubsmpl_25"
"49",0.141947848005975,0.292310424162287,0.124788713438547,1,0,"H24",24,"HabSubsmpl_25"
"29",0.252449855506666,0.214490604897086,0.213327808595737,1,0,"H4",4,"HabSubsmpl_25"
"32",0.157511831692704,0.375904223374748,0.243881586441769,1,0,"H7",7,"HabSubsmpl_25"
"39",0.301831146699744,0.312426024856929,0.209702302736439,1,0,"H14",14,"HabSubsmpl_25"
"28",0.283762723677132,0.327726651008809,0.245840822768749,1,0,"H3",3,"HabSubsmpl_25"
"33",0.432216316426256,0.207122177786717,0.272660009129616,1,0,"H8",8,"HabSubsmpl_25"
"38",0.330682744817461,0.245801401266365,0.0628635088206796,1,0,"H13",13,"HabSubsmpl_25"
"30",0.246915479438397,0.209187991902797,0.208881878986114,1,0,"H5",5,"HabSubsmpl_25"
"26",0.387967648312455,0.226926288741285,0.122184891030426,1,0,"H1",1,"HabSubsmpl_25"
