,x_coord,y_coord,z_coord,repl,err,n_nms,Ridx
0,0.04646294879703061,0.8918140247623519,0.3758723798850081,0,0,H1,1
1,0.20448501617015702,0.9205213797922022,0.5824263925705385,0,0,H2,2
2,0.2224347905082371,0.9071521189475402,0.9142999769852144,0,0,H3,3
3,0.9101912037930712,0.6671500365908767,0.39774887536676373,0,0,H4,4
4,0.19422618714315654,0.5992645933023113,0.20918166110860037,0,0,H5,5
5,0.2579429138940934,0.03478200839093726,0.1990630830558533,0,0,H6,6
6,0.1679046134465263,0.7695792172105833,0.23982672603047395,0,0,H7,7
7,0.767516603048138,0.5084381198490081,0.7443334902703327,0,0,H8,8
8,0.03681501220441641,0.9752268691944668,0.1016132704377366,0,0,H9,9
9,0.5322242258255219,0.08001199178853602,0.4860078880377674,0,0,H10,10
10,0.8386933558399474,0.6898919020740412,0.508544192409398,0,0,H11,11
11,0.8352000693176476,0.8162466836951958,0.24118214640245572,0,0,H12,12
12,0.5906851806634338,0.4773815238127985,0.48887216601990025,0,0,H13,13
13,0.374909329798337,0.9947253940221713,0.9989451311231458,0,0,H14,14
14,0.23369297489184093,0.8984828148452122,0.9207395279059453,0,0,H15,15
15,0.25179670389266906,0.03386796042798523,0.5343750447217803,0,0,H16,16
16,0.4340117964452631,0.36971482388967636,0.2921717964620504,0,0,H17,17
17,0.6699496296272627,0.5619137629235207,0.4977885442797345,0,0,H18,18
18,0.2656850105374038,0.4713131229819474,0.8453559732970511,0,0,H19,19
19,0.5584495193074066,0.0558195231555052,0.16067785231230214,0,0,H20,20
20,0.23961037210913805,0.45965402736535865,0.45875165274403695,0,0,H21,21
21,0.7253755709799135,0.22752038714944667,0.8526989252014353,0,0,H22,22
22,0.8390857944719387,0.6436456233856126,0.28445318456030966,0,0,H23,23
23,0.05420463694406252,0.8782012340944078,0.161186370452142,0,0,H24,24
24,0.22216026735979155,0.024233177233988656,0.6952384335321621,0,0,H25,25
0,0.07935949701827516,0.14815867732496402,0.04375046407470784,1,0,H1,1
1,0.2874006577766637,0.8826242495355316,0.5667689171122158,1,0,H2,2
2,0.24424394930627458,0.40122839736442695,0.26863953463051615,1,0,H3,3
3,0.324124100496228,0.9983503266198216,0.5979725354426172,1,0,H4,4
4,0.40806620972394925,0.42235527880435975,0.4109952850290165,1,0,H5,5
5,0.5508129633129654,0.9935819399987761,0.19331039811182904,1,0,H6,6
6,0.42485516460628847,0.367045201253258,0.6091588310400793,1,0,H7,7
7,0.5133600027031416,0.3035672540314146,0.7030556341911535,1,0,H8,8
8,0.02208427936562185,0.6953952468772338,0.4553787824465143,1,0,H9,9
9,0.558933297745834,0.21911179151839777,0.2129434875068945,1,0,H10,10
10,0.22097977656554213,0.9352833312596939,0.6934475341971068,1,0,H11,11
11,0.23099737380615504,0.4075326153374269,0.9977858643321402,1,0,H12,12
12,0.10963422670461742,0.6964019508302827,0.637128391614133,1,0,H13,13
13,0.07347715799910581,0.47264663840586507,0.7254034653194914,1,0,H14,14
14,0.4307267833687979,0.9722707465498396,0.6666195651981965,1,0,H15,15
15,0.10174734905854355,0.693258177423296,0.6482593566924894,1,0,H16,16
16,0.5230681465755899,0.17561680453806794,0.005720858946800966,1,0,H17,17
17,0.5344432124420241,0.5529535146512005,0.1614977022633708,1,0,H18,18
18,0.20230303202677513,0.9482432204435568,0.47495360151496224,1,0,H19,19
19,0.5582291420304124,0.4354122063046153,0.4292658540459261,1,0,H20,20
20,0.8991489991290341,0.3767257943825165,0.2342928921245897,1,0,H21,21
21,0.4310020786062557,0.9142103146298445,0.06301564277021598,1,0,H22,22
22,0.6316579950918462,0.9331870536185108,0.9953367163242953,1,0,H23,23
23,0.6113517070197898,0.5886099786682614,0.5226402835011934,1,0,H24,24
24,0.07925058836104804,0.9879470961681526,0.8048528409642149,1,0,H25,25
